scenario_id,phase,arm,replicate,n_orders,hold_n,move_n,support_n,reasoning_len,order_set
s38,endgame,yarrow,3,1,1,0,0,1136,shangcai|hold|||
s38,endgame,yarrow,4,1,1,0,0,798,shangcai|hold|||
s38,endgame,yarrow,5,1,1,0,0,1211,shangcai|hold|||
s38,endgame,yarrow,6,1,1,0,0,1521,shangcai|hold|||
s38,endgame,yarrow,7,1,1,0,0,1097,shangcai|hold|||
s39,endgame,control,0,1,0,0,1,730,zheng|support|luoyang|yan|move
s39,endgame,control,1,1,0,0,1,999,zheng|support|yewang|wei|move
s39,endgame,control,2,1,0,0,1,1626,zheng|support|yewang|wei|move
s39,endgame,control,3,1,0,0,1,841,zheng|support|shangdang|yan|hold
s39,endgame,control,4,1,1,0,0,1505,zheng|hold|||
s39,endgame,control,5,1,1,0,0,771,zheng|hold|||
s39,endgame,control,6,1,1,0,0,836,zheng|hold|||
s39,endgame,control,7,1,0,0,1,877,zheng|support|luoyang|wei|move
s39,endgame,tarot,0,1,0,1,0,1083,zheng|move|yewang||
s39,endgame,tarot,1,1,1,0,0,1455,zheng|hold|||
s39,endgame,tarot,2,1,0,0,1,1153,zheng|support|yewang|wei|move
s39,endgame,tarot,3,1,0,0,1,1250,zheng|support|yewang|wei|move
s39,endgame,tarot,4,1,0,1,0,1150,zheng|move|yewang||
s39,endgame,tarot,5,1,0,0,1,1154,zheng|support|yewang|wei|move
s39,endgame,tarot,6,1,0,0,1,1269,zheng|support|yewang|wei|move
s39,endgame,tarot,7,1,1,0,0,1072,zheng|hold|||
s39,endgame,yarrow,0,1,0,0,1,1301,zheng|support|luoyang|wei|move
s39,endgame,yarrow,1,1,0,0,1,1204,zheng|support|yewang|wei|move
s39,endgame,yarrow,2,1,0,1,0,1291,zheng|move|yewang||
s39,endgame,yarrow,3,1,1,0,0,1281,zheng|hold|||
s39,endgame,yarrow,4,1,0,1,0,937,zheng|move|yewang||
s39,endgame,yarrow,5,1,1,0,0,1127,zheng|hold|||
s39,endgame,yarrow,6,1,1,0,0,1106,zheng|hold|||
s39,endgame,yarrow,7,1,1,0,0,1052,zheng|hold|||
